i,H,r,Lz,γu,γd,M,energy,error_r,error_a
1,0.5,0.25,3.0,0.6,0.6,55,31.676614768296243,0.11250512825256649,3.203384430876298
1,0.5,0.25,3.0,0.6,0.6,60,31.67661476829965,0.11250512825268615,3.203384430879705
1,0.5,0.25,3.0,0.6,0.6,65,31.67661476830024,0.11250512825270687,3.203384430880295
1,0.5,0.25,3.0,0.6,0.6,70,31.676614768300233,0.11250512825270662,3.2033844308802877
1,0.5,0.25,3.0,0.6,0.6,75,31.67661476830005,0.11250512825270012,3.203384430880103
1,0.5,0.25,3.0,0.6,0.6,80,31.676614768299938,0.11250512825269625,3.203384430879993
1,0.5,0.25,3.0,0.6,0.6,85,31.676614768310444,0.11250512825306522,3.203384430890498
1,0.5,0.25,3.0,0.6,0.6,90,31.67661476830019,0.11250512825270512,3.203384430880245
1,0.5,0.25,3.0,0.6,0.6,95,31.676614768300105,0.11250512825270212,3.20338443088016
1,0.5,0.25,3.0,0.6,0.6,100,31.676614768300006,0.11250512825269862,3.2033844308800603
1,0.5,0.5,5.5,0.6,0.6,0,-1.801827602616348,1.0632814605601093,30.275057940036294
1,0.5,0.5,5.5,0.6,0.6,5,28.74254802019209,0.009458627615504603,0.26931768277214374
1,0.5,0.5,5.5,0.6,0.6,10,28.911620393550745,0.01539656902064466,0.4383900561307996
1,0.5,0.5,5.5,0.6,0.6,15,28.945702896018297,0.01659357062754558,0.47247255859835136
1,0.5,0.5,5.5,0.6,0.6,20,28.94649322065997,0.016621327388275157,0.4732628832400252
1,0.5,0.5,5.5,0.6,0.6,25,28.946713922645554,0.016629078598199978,0.4734835852256083
1,0.5,0.5,5.5,0.6,0.6,30,28.946718467542684,0.016629238218203633,0.47348813012273894
1,0.5,0.5,5.5,0.6,0.6,35,28.946719655638148,0.01662927994495714,0.4734893182182027
1,0.5,0.5,5.5,0.6,0.6,40,28.94671968959254,0.016629281137459456,0.4734893521725958
1,0.5,0.5,5.5,0.6,0.6,45,28.946719695205825,0.016629281334601963,0.47348935778587986
1,0.5,0.5,5.5,0.6,0.6,50,28.946719695517256,0.016629281345539638,0.47348935809731074
