H,γu,γd,i,energy_exact
0.1,0.95,0.95,10,330.9434202181722
0.1,0.95,-0.95,10,-192.95574106751357
0.1,-0.95,-0.95,10,-236.48966299129236
0.1,1.0,1.0,10,379.23795178527666
0.1,1.0,-1.0,10,-203.433508503661
0.1,-1.0,-1.0,10,-248.44866493689605
10.0,0.0,0.0,10,-0.5803089353773645
5.0,0.0,0.0,10,-1.037328660713881
1.0,0.0,0.0,10,-1.954976606968601
0.5,0.0,0.0,10,-2.093558961072996
0.1,0.0,0.0,10,-2.148219283832035
