H,γu,γd,i,energy_exact
0.5,0.3,0.3,10,0.11153353940874292
0.5,0.5,0.5,10,0.22098896986960717
0.5,0.6,0.6,10,0.28488793196523754
0.5,0.6,-0.6,10,-0.17096474135994758
0.5,-0.6,-0.6,10,-0.23817944926784304
0.5,0.95,0.95,10,0.6077908376561258
0.5,0.95,-0.95,10,-0.27505760750198754
0.5,-0.95,-0.95,10,-0.34613714121820327
0.5,1.0,1.0,10,0.6791113701734681
0.5,1.0,-1.0,10,-0.2901444547808271
0.5,-1.0,-1.0,10,-0.3610743983786566
0.1,0.3,0.3,10,0.7296995859792821
0.1,0.5,0.5,10,1.3767794573974204
0.1,0.6,0.6,10,1.7784788624370114
0.1,0.6,-0.6,10,-0.8102793823492258
0.1,-0.6,-0.6,10,-1.16766343509865
0.1,0.95,0.95,10,4.630316816711453
0.1,0.95,-0.95,10,-1.3704135573688239
0.1,-0.95,-0.95,10,-1.7294410998956824
0.1,1.0,1.0,10,5.957056844499321
0.1,1.0,-1.0,10,-1.4507212187155398
0.1,-1.0,-1.0,10,-1.807069640624587
10.0,0.0,0.0,10,-0.011910600747655348
5.0,0.0,0.0,10,-0.01985743233744232
1.0,0.0,0.0,10,-0.023300755976254056
0.5,0.0,0.0,10,-0.023420086921382144
0.1,0.0,0.0,10,-0.02345844964829498
