H,r,Lz,γu,γd,M,error_r
1.0,5.0,51.0,0.6,0.6,0,1.2114426186852718
1.0,5.0,51.0,0.6,0.6,5,0.0026479238496864275
1.0,5.0,51.0,0.6,0.6,10,9.769080877600845e-6
1.0,5.0,51.0,0.6,0.6,15,3.357203001357408e-8
1.0,5.0,51.0,0.6,0.6,20,1.1165726707624046e-10
1.0,5.0,51.0,0.6,0.6,25,3.342966199396595e-12
1.0,5.0,51.0,0.6,0.6,30,6.850348587033803e-12
1.0,5.0,51.0,0.6,0.6,35,1.2460771788185661e-11
1.0,5.0,51.0,0.6,0.6,40,2.233768505090112e-11
1.0,5.0,51.0,0.6,0.6,45,3.894077133152053e-11
1.0,5.0,51.0,0.6,0.6,50,6.023960056806716e-11
1.0,5.0,51.0,0.6,0.6,55,6.50630609559686e-11
1.0,5.0,51.0,0.6,0.6,60,6.51043136279819e-11
1.0,5.0,51.0,0.6,0.6,65,6.510463877842614e-11
1.0,5.0,51.0,0.6,0.6,70,6.510569982471386e-11
1.0,5.0,51.0,0.6,0.6,75,6.510584126137842e-11
1.0,5.0,51.0,0.6,0.6,80,6.510591188877188e-11
1.0,5.0,51.0,0.6,0.6,85,6.510577045202742e-11
1.0,5.0,51.0,0.6,0.6,90,6.510575653204927e-11
1.0,5.0,51.0,0.6,0.6,95,6.510548757878336e-11
1.0,5.0,51.0,0.6,0.6,100,6.510589833289621e-11
5.0,0.0,5.0,0.6,0.6,0,1.0000087610605475
5.0,0.0,5.0,0.6,0.6,5,6.024330080067006
5.0,0.0,5.0,0.6,0.6,10,6.3212081175859165
5.0,0.0,5.0,0.6,0.6,15,6.359306262770518
5.0,0.0,5.0,0.6,0.6,20,6.361106957273885
5.0,0.0,5.0,0.6,0.6,25,6.361337322701587
5.0,0.0,5.0,0.6,0.6,30,6.3613482110061055
5.0,0.0,5.0,0.6,0.6,35,6.361349603937773
5.0,0.0,5.0,0.6,0.6,40,6.361349669775185
5.0,0.0,5.0,0.6,0.6,45,6.361349678197695
5.0,0.0,5.0,0.6,0.6,50,6.361349678595794
5.0,0.0,5.0,0.6,0.6,55,6.361349678646723
5.0,0.0,5.0,0.6,0.6,60,6.361349678649128
5.0,0.0,5.0,0.6,0.6,65,6.361349678649442
5.0,0.0,5.0,0.6,0.6,70,6.3613496786494546
5.0,0.0,5.0,0.6,0.6,75,6.361349678649456
5.0,0.0,5.0,0.6,0.6,80,6.361349678649456
5.0,0.0,5.0,0.6,0.6,85,6.361349678649456
5.0,0.0,5.0,0.6,0.6,90,6.361349678649456
5.0,0.0,5.0,0.6,0.6,95,6.361349678649456
5.0,0.0,5.0,0.6,0.6,100,6.361349678649456
5.0,0.25,7.5,0.6,0.6,0,1.0074991650864855
5.0,0.25,7.5,0.6,0.6,5,3.5907557286767937
5.0,0.25,7.5,0.6,0.6,10,3.837413843748345
5.0,0.25,7.5,0.6,0.6,15,3.859663697459138
5.0,0.25,7.5,0.6,0.6,20,3.861436615318675
5.0,0.25,7.5,0.6,0.6,25,3.861547550457113
5.0,0.25,7.5,0.6,0.6,30,3.861556947567627
5.0,0.25,7.5,0.6,0.6,35,3.861557788301102
5.0,0.25,7.5,0.6,0.6,40,3.8615578429153365
5.0,0.25,7.5,0.6,0.6,45,3.8615578478347086
5.0,0.25,7.5,0.6,0.6,50,3.8615578482266586
5.0,0.25,7.5,0.6,0.6,55,3.8615578482511874
5.0,0.25,7.5,0.6,0.6,60,3.861557848253247
5.0,0.25,7.5,0.6,0.6,65,3.8615578482534456
5.0,0.25,7.5,0.6,0.6,70,3.861557848253461
5.0,0.25,7.5,0.6,0.6,75,3.861557848253461
5.0,0.25,7.5,0.6,0.6,80,3.861557848253461
5.0,0.25,7.5,0.6,0.6,85,3.861557848253461
5.0,0.25,7.5,0.6,0.6,90,3.861557848253461
5.0,0.25,7.5,0.6,0.6,95,3.861557848253461
5.0,0.25,7.5,0.6,0.6,100,3.861557848253461
5.0,0.5,10.0,0.6,0.6,0,1.0941169283675591
5.0,0.5,10.0,0.6,0.6,5,1.3892636574766113
5.0,0.5,10.0,0.6,0.6,10,1.5515019603528526
5.0,0.5,10.0,0.6,0.6,15,1.561203955041231
5.0,0.5,10.0,0.6,0.6,20,1.5621865666337544
5.0,0.5,10.0,0.6,0.6,25,1.5622452337509363
5.0,0.5,10.0,0.6,0.6,30,1.5622511752801085
5.0,0.5,10.0,0.6,0.6,35,1.5622515300178288
5.0,0.5,10.0,0.6,0.6,40,1.562251565943973
5.0,0.5,10.0,0.6,0.6,45,1.5622515680889428
5.0,0.5,10.0,0.6,0.6,50,1.5622515683061802
5.0,0.5,10.0,0.6,0.6,55,1.562251568319143
5.0,0.5,10.0,0.6,0.6,60,1.5622515683204428
5.0,0.5,10.0,0.6,0.6,65,1.562251568320531
5.0,0.5,10.0,0.6,0.6,70,1.5622515683205385
5.0,0.5,10.0,0.6,0.6,75,1.562251568320539
5.0,0.5,10.0,0.6,0.6,80,1.562251568320539
5.0,0.5,10.0,0.6,0.6,85,1.562251568320539
5.0,0.5,10.0,0.6,0.6,90,1.562251568320539
5.0,0.5,10.0,0.6,0.6,95,1.562251568320539
5.0,0.5,10.0,0.6,0.6,100,1.562251568320539
5.0,0.75,12.5,0.6,0.6,0,1.1206136871037307
5.0,0.75,12.5,0.6,0.6,5,1.662887355217332
5.0,0.75,12.5,0.6,0.6,10,1.8153664708393489
5.0,0.75,12.5,0.6,0.6,15,1.8269443506539036
5.0,0.75,12.5,0.6,0.6,20,1.8278694664100947
5.0,0.75,12.5,0.6,0.6,25,1.8279394750386893
5.0,0.75,12.5,0.6,0.6,30,1.827945068964063
5.0,0.75,12.5,0.6,0.6,35,1.8279454922795333
5.0,0.75,12.5,0.6,0.6,40,1.827945526103868
5.0,0.75,12.5,0.6,0.6,45,1.8279455286634734
5.0,0.75,12.5,0.6,0.6,50,1.8279455288680082
5.0,0.75,12.5,0.6,0.6,55,1.82794552888348
5.0,0.75,12.5,0.6,0.6,60,1.827945528884725
5.0,0.75,12.5,0.6,0.6,65,1.8279455288848163
5.0,0.75,12.5,0.6,0.6,70,1.8279455288848243
5.0,0.75,12.5,0.6,0.6,75,1.827945528884824
5.0,0.75,12.5,0.6,0.6,80,1.827945528884824
5.0,0.75,12.5,0.6,0.6,85,1.827945528884824
5.0,0.75,12.5,0.6,0.6,90,1.827945528884824
5.0,0.75,12.5,0.6,0.6,95,1.827945528884824
5.0,0.75,12.5,0.6,0.6,100,1.827945528884824
5.0,1.0,15.0,0.6,0.6,0,1.1260882354700428
5.0,1.0,15.0,0.6,0.6,5,1.3257540660373548
5.0,1.0,15.0,0.6,0.6,10,1.4130056036201986
5.0,1.0,15.0,0.6,0.6,15,1.418524354319486
5.0,1.0,15.0,0.6,0.6,20,1.4186189762762662
5.0,1.0,15.0,0.6,0.6,25,1.4187593654731747
5.0,1.0,15.0,0.6,0.6,30,1.4187657032412524
5.0,1.0,15.0,0.6,0.6,35,1.4187660402620799
5.0,1.0,15.0,0.6,0.6,40,1.4187660603704653
5.0,1.0,15.0,0.6,0.6,45,1.4187660615927986
5.0,1.0,15.0,0.6,0.6,50,1.4187660616137352
5.0,1.0,15.0,0.6,0.6,55,1.4187660616447668
5.0,1.0,15.0,0.6,0.6,60,1.4187660616461721
5.0,1.0,15.0,0.6,0.6,65,1.4187660616462454
5.0,1.0,15.0,0.6,0.6,70,1.4187660616462496
5.0,1.0,15.0,0.6,0.6,75,1.4187660616462494
5.0,1.0,15.0,0.6,0.6,80,1.4187660616462494
5.0,1.0,15.0,0.6,0.6,85,1.4187660616462494
5.0,1.0,15.0,0.6,0.6,90,1.4187660616462494
5.0,1.0,15.0,0.6,0.6,95,1.4187660616462494
5.0,1.0,15.0,0.6,0.6,100,1.4187660616462494
5.0,1.25,17.5,0.6,0.6,0,1.1272263985134352
5.0,1.25,17.5,0.6,0.6,5,0.9985155331571416
5.0,1.25,17.5,0.6,0.6,10,1.0227902163338827
5.0,1.25,17.5,0.6,0.6,15,1.0353599620723586
5.0,1.25,17.5,0.6,0.6,20,1.0361458354473279
5.0,1.25,17.5,0.6,0.6,25,1.0361717821425842
5.0,1.25,17.5,0.6,0.6,30,1.0361734727235081
5.0,1.25,17.5,0.6,0.6,35,1.0361740737312573
5.0,1.25,17.5,0.6,0.6,40,1.036174093622182
5.0,1.25,17.5,0.6,0.6,45,1.0361740951529697
5.0,1.25,17.5,0.6,0.6,50,1.0361740953276084
5.0,1.25,17.5,0.6,0.6,55,1.0361740953408438
5.0,1.25,17.5,0.6,0.6,60,1.0361740953419318
5.0,1.25,17.5,0.6,0.6,65,1.036174095341945
5.0,1.25,17.5,0.6,0.6,70,1.0361740953419525
5.0,1.25,17.5,0.6,0.6,75,1.0361740953419534
5.0,1.25,17.5,0.6,0.6,80,1.0361740953419534
5.0,1.25,17.5,0.6,0.6,85,1.0361740953419534
5.0,1.25,17.5,0.6,0.6,90,1.0361740953419534
5.0,1.25,17.5,0.6,0.6,95,1.0361740953419534
5.0,1.25,17.5,0.6,0.6,100,1.0361740953419534
5.0,1.5,20.0,0.6,0.6,0,1.1274631491943818
5.0,1.5,20.0,0.6,0.6,5,0.35973092980274163
5.0,1.5,20.0,0.6,0.6,10,0.40676236032708923
5.0,1.5,20.0,0.6,0.6,15,0.41294145007896443
5.0,1.5,20.0,0.6,0.6,20,0.4136395858626549
5.0,1.5,20.0,0.6,0.6,25,0.4136608936784725
5.0,1.5,20.0,0.6,0.6,30,0.41366261323869874
5.0,1.5,20.0,0.6,0.6,35,0.41366283915505453
5.0,1.5,20.0,0.6,0.6,40,0.41366286468123875
5.0,1.5,20.0,0.6,0.6,45,0.4136628654602893
5.0,1.5,20.0,0.6,0.6,50,0.41366286552315923
5.0,1.5,20.0,0.6,0.6,55,0.4136628655314184
5.0,1.5,20.0,0.6,0.6,60,0.41366286553234377
5.0,1.5,20.0,0.6,0.6,65,0.4136628655323746
5.0,1.5,20.0,0.6,0.6,70,0.4136628655323767
5.0,1.5,20.0,0.6,0.6,75,0.41366286553237686
5.0,1.5,20.0,0.6,0.6,80,0.4136628655323768
5.0,1.5,20.0,0.6,0.6,85,0.4136628655323768
5.0,1.5,20.0,0.6,0.6,90,0.4136628655323768
5.0,1.5,20.0,0.6,0.6,95,0.4136628655323768
5.0,1.5,20.0,0.6,0.6,100,0.4136628655323768
5.0,1.75,22.5,0.6,0.6,0,1.1275123860377678
5.0,1.75,22.5,0.6,0.6,5,0.5808379908719769
5.0,1.75,22.5,0.6,0.6,10,0.5854404909314167
5.0,1.75,22.5,0.6,0.6,15,0.5914770369318434
5.0,1.75,22.5,0.6,0.6,20,0.5917322127156349
5.0,1.75,22.5,0.6,0.6,25,0.5917911395072412
5.0,1.75,22.5,0.6,0.6,30,0.5917916025613184
5.0,1.75,22.5,0.6,0.6,35,0.5917922038877791
5.0,1.75,22.5,0.6,0.6,40,0.5917922265306356
5.0,1.75,22.5,0.6,0.6,45,0.5917922289062293
5.0,1.75,22.5,0.6,0.6,50,0.5917922289888223
5.0,1.75,22.5,0.6,0.6,55,0.5917922289917404
5.0,1.75,22.5,0.6,0.6,60,0.5917922289923587
5.0,1.75,22.5,0.6,0.6,65,0.5917922289923624
5.0,1.75,22.5,0.6,0.6,70,0.5917922289923674
5.0,1.75,22.5,0.6,0.6,75,0.5917922289923679
5.0,1.75,22.5,0.6,0.6,80,0.5917922289923679
5.0,1.75,22.5,0.6,0.6,85,0.5917922289923679
5.0,1.75,22.5,0.6,0.6,90,0.5917922289923679
5.0,1.75,22.5,0.6,0.6,95,0.5917922289923679
5.0,1.75,22.5,0.6,0.6,100,0.591792228992368
5.0,2.0,25.0,0.6,0.6,0,1.12752262385697
5.0,2.0,25.0,0.6,0.6,5,0.4741395814572131
5.0,2.0,25.0,0.6,0.6,10,0.4734664447574245
5.0,2.0,25.0,0.6,0.6,15,0.47749568737153053
5.0,2.0,25.0,0.6,0.6,20,0.47749769007153253
5.0,2.0,25.0,0.6,0.6,25,0.4775220661179681
5.0,2.0,25.0,0.6,0.6,30,0.477522078447758
5.0,2.0,25.0,0.6,0.6,35,0.4775222258408463
5.0,2.0,25.0,0.6,0.6,40,0.47752222591541377
5.0,2.0,25.0,0.6,0.6,45,0.4775222268066353
5.0,2.0,25.0,0.6,0.6,50,0.477522226807091
5.0,2.0,25.0,0.6,0.6,55,0.4775222268124779
5.0,2.0,25.0,0.6,0.6,60,0.47752222681248124
5.0,2.0,25.0,0.6,0.6,65,0.4775222268125123
5.0,2.0,25.0,0.6,0.6,70,0.47752222681251166
5.0,2.0,25.0,0.6,0.6,75,0.47752222681251183
5.0,2.0,25.0,0.6,0.6,80,0.47752222681251183
5.0,2.0,25.0,0.6,0.6,85,0.47752222681251183
5.0,2.0,25.0,0.6,0.6,90,0.47752222681251183
5.0,2.0,25.0,0.6,0.6,95,0.47752222681251183
5.0,2.0,25.0,0.6,0.6,100,0.47752222681251183
5.0,2.25,27.5,0.6,0.6,0,1.1275247523670842
5.0,2.25,27.5,0.6,0.6,5,0.23476436250527144
5.0,2.25,27.5,0.6,0.6,10,0.3613620507259048
5.0,2.25,27.5,0.6,0.6,15,0.35916529890762156
5.0,2.25,27.5,0.6,0.6,20,0.36040495677649936
5.0,2.25,27.5,0.6,0.6,25,0.3604372223555989
5.0,2.25,27.5,0.6,0.6,30,0.3604419343084592
5.0,2.25,27.5,0.6,0.6,35,0.3604419423293335
5.0,2.25,27.5,0.6,0.6,40,0.3604419590285601
5.0,2.25,27.5,0.6,0.6,45,0.3604419594604426
5.0,2.25,27.5,0.6,0.6,50,0.36044195952304225
5.0,2.25,27.5,0.6,0.6,55,0.36044195952331043
5.0,2.25,27.5,0.6,0.6,60,0.3604419595235736
5.0,2.25,27.5,0.6,0.6,65,0.36044195952365904
5.0,2.25,27.5,0.6,0.6,70,0.36044195952366237
5.0,2.25,27.5,0.6,0.6,75,0.3604419595236624
5.0,2.25,27.5,0.6,0.6,80,0.3604419595236625
5.0,2.25,27.5,0.6,0.6,85,0.3604419595236625
5.0,2.25,27.5,0.6,0.6,90,0.3604419595236625
5.0,2.25,27.5,0.6,0.6,95,0.3604419595236625
5.0,2.25,27.5,0.6,0.6,100,0.3604419595236625
5.0,2.5,30.0,0.6,0.6,0,1.1275251948711398
5.0,2.5,30.0,0.6,0.6,5,0.10023339813425683
5.0,2.5,30.0,0.6,0.6,10,0.12966805477741364
5.0,2.5,30.0,0.6,0.6,15,0.13566676153297738
5.0,2.5,30.0,0.6,0.6,20,0.13594870325696135
5.0,2.5,30.0,0.6,0.6,25,0.13596186305992383
5.0,2.5,30.0,0.6,0.6,30,0.13596244092853968
5.0,2.5,30.0,0.6,0.6,35,0.13596249679021644
5.0,2.5,30.0,0.6,0.6,40,0.1359625189115295
5.0,2.5,30.0,0.6,0.6,45,0.1359625202376886
5.0,2.5,30.0,0.6,0.6,50,0.13596252030002315
5.0,2.5,30.0,0.6,0.6,55,0.13596252030292758
5.0,2.5,30.0,0.6,0.6,60,0.13596252030304493
5.0,2.5,30.0,0.6,0.6,65,0.13596252030306485
5.0,2.5,30.0,0.6,0.6,70,0.13596252030306913
5.0,2.5,30.0,0.6,0.6,75,0.13596252030306963
5.0,2.5,30.0,0.6,0.6,80,0.13596252030306955
5.0,2.5,30.0,0.6,0.6,85,0.13596252030306963
5.0,2.5,30.0,0.6,0.6,90,0.13596252030306955
5.0,2.5,30.0,0.6,0.6,95,0.13596252030306963
5.0,2.5,30.0,0.6,0.6,100,0.13596252030306955
5.0,2.75,32.5,0.6,0.6,0,1.127525286861996
5.0,2.75,32.5,0.6,0.6,5,0.012053119103193824
5.0,2.75,32.5,0.6,0.6,10,0.21016796172105576
5.0,2.75,32.5,0.6,0.6,15,0.21012250851205327
5.0,2.75,32.5,0.6,0.6,20,0.21040240847638106
5.0,2.75,32.5,0.6,0.6,25,0.21040481061638305
5.0,2.75,32.5,0.6,0.6,30,0.21040791000521358
5.0,2.75,32.5,0.6,0.6,35,0.2104082676605595
5.0,2.75,32.5,0.6,0.6,40,0.2104082678308385
5.0,2.75,32.5,0.6,0.6,45,0.21040826815337063
5.0,2.75,32.5,0.6,0.6,50,0.21040826831987136
5.0,2.75,32.5,0.6,0.6,55,0.21040826832689166
5.0,2.75,32.5,0.6,0.6,60,0.21040826832749576
5.0,2.75,32.5,0.6,0.6,65,0.21040826832750478
5.0,2.75,32.5,0.6,0.6,70,0.21040826832750578
5.0,2.75,32.5,0.6,0.6,75,0.21040826832750514
5.0,2.75,32.5,0.6,0.6,80,0.21040826832750514
5.0,2.75,32.5,0.6,0.6,85,0.21040826832750514
5.0,2.75,32.5,0.6,0.6,90,0.21040826832750514
5.0,2.75,32.5,0.6,0.6,95,0.21040826832750514
5.0,2.75,32.5,0.6,0.6,100,0.21040826832750534
5.0,3.0,35.0,0.6,0.6,0,1.1275253059853731
5.0,3.0,35.0,0.6,0.6,5,0.002106320541276271
5.0,3.0,35.0,0.6,0.6,10,0.16862872231523912
5.0,3.0,35.0,0.6,0.6,15,0.16941433805805595
5.0,3.0,35.0,0.6,0.6,20,0.1694098370408401
5.0,3.0,35.0,0.6,0.6,25,0.1695457835538414
5.0,3.0,35.0,0.6,0.6,30,0.16954640713963268
5.0,3.0,35.0,0.6,0.6,35,0.16954651189002648
5.0,3.0,35.0,0.6,0.6,40,0.16954651072778812
5.0,3.0,35.0,0.6,0.6,45,0.16954651122004294
5.0,3.0,35.0,0.6,0.6,50,0.16954651130114676
5.0,3.0,35.0,0.6,0.6,55,0.1695465113013812
5.0,3.0,35.0,0.6,0.6,60,0.1695465113015664
5.0,3.0,35.0,0.6,0.6,65,0.16954651130163087
5.0,3.0,35.0,0.6,0.6,70,0.16954651130163148
5.0,3.0,35.0,0.6,0.6,75,0.1695465113016317
5.0,3.0,35.0,0.6,0.6,80,0.16954651130163176
5.0,3.0,35.0,0.6,0.6,85,0.16954651130163179
5.0,3.0,35.0,0.6,0.6,90,0.16954651130163176
5.0,3.0,35.0,0.6,0.6,95,0.16954651130163176
5.0,3.0,35.0,0.6,0.6,100,0.16954651130163176
5.0,3.25,37.5,0.6,0.6,0,1.1275253099607596
5.0,3.25,37.5,0.6,0.6,5,0.0004127448432228758
5.0,3.25,37.5,0.6,0.6,10,0.12930435362855586
5.0,3.25,37.5,0.6,0.6,15,0.12914645637240343
5.0,3.25,37.5,0.6,0.6,20,0.12924395448982648
5.0,3.25,37.5,0.6,0.6,25,0.1293031205597004
5.0,3.25,37.5,0.6,0.6,30,0.1293036153587528
5.0,3.25,37.5,0.6,0.6,35,0.12930366226624726
5.0,3.25,37.5,0.6,0.6,40,0.12930369080351298
5.0,3.25,37.5,0.6,0.6,45,0.1293036907754701
5.0,3.25,37.5,0.6,0.6,50,0.12930369079701806
5.0,3.25,37.5,0.6,0.6,55,0.12930369081009593
5.0,3.25,37.5,0.6,0.6,60,0.12930369081020673
5.0,3.25,37.5,0.6,0.6,65,0.1293036908102209
5.0,3.25,37.5,0.6,0.6,70,0.1293036908102243
5.0,3.25,37.5,0.6,0.6,75,0.12930369081022475
5.0,3.25,37.5,0.6,0.6,80,0.12930369081022475
5.0,3.25,37.5,0.6,0.6,85,0.1293036908102248
5.0,3.25,37.5,0.6,0.6,90,0.12930369081022475
5.0,3.25,37.5,0.6,0.6,95,0.12930369081022475
5.0,3.25,37.5,0.6,0.6,100,0.12930369081022475
5.0,3.5,40.0,0.6,0.6,0,1.12752531078717
5.0,3.5,40.0,0.6,0.6,5,8.709145721614831e-5
5.0,3.5,40.0,0.6,0.6,10,0.046661330210162
5.0,3.5,40.0,0.6,0.6,15,0.04684216996354827
5.0,3.5,40.0,0.6,0.6,20,0.04744661701862396
5.0,3.5,40.0,0.6,0.6,25,0.0474597675873728
5.0,3.5,40.0,0.6,0.6,30,0.047459782381298686
5.0,3.5,40.0,0.6,0.6,35,0.04746000169684066
5.0,3.5,40.0,0.6,0.6,40,0.04746000511250225
5.0,3.5,40.0,0.6,0.6,45,0.047460005410754125
5.0,3.5,40.0,0.6,0.6,50,0.04746000547307941
5.0,3.5,40.0,0.6,0.6,55,0.0474600054733298
5.0,3.5,40.0,0.6,0.6,60,0.047460005474133656
5.0,3.5,40.0,0.6,0.6,65,0.04746000547415047
5.0,3.5,40.0,0.6,0.6,70,0.04746000547414932
5.0,3.5,40.0,0.6,0.6,75,0.04746000547414963
5.0,3.5,40.0,0.6,0.6,80,0.04746000547414963
5.0,3.5,40.0,0.6,0.6,85,0.04746000547414955
5.0,3.5,40.0,0.6,0.6,90,0.04746000547414963
5.0,3.5,40.0,0.6,0.6,95,0.04746000547414955
5.0,3.5,40.0,0.6,0.6,100,0.04746000547414955
5.0,3.75,42.5,0.6,0.6,0,1.127525310958977
5.0,3.75,42.5,0.6,0.6,5,1.8400283391194676e-5
5.0,3.75,42.5,0.6,0.6,10,0.07565080370277079
5.0,3.75,42.5,0.6,0.6,15,0.07566495531449044
5.0,3.75,42.5,0.6,0.6,20,0.07564160334323634
5.0,3.75,42.5,0.6,0.6,25,0.07565017236418728
5.0,3.75,42.5,0.6,0.6,30,0.07565472820583273
5.0,3.75,42.5,0.6,0.6,35,0.07565479758582452
5.0,3.75,42.5,0.6,0.6,40,0.07565479771994589
5.0,3.75,42.5,0.6,0.6,45,0.07565479988384614
5.0,3.75,42.5,0.6,0.6,50,0.07565479988677623
5.0,3.75,42.5,0.6,0.6,55,0.07565479988352457
5.0,3.75,42.5,0.6,0.6,60,0.07565479988390175
5.0,3.75,42.5,0.6,0.6,65,0.07565479988390342
5.0,3.75,42.5,0.6,0.6,70,0.07565479988390605
5.0,3.75,42.5,0.6,0.6,75,0.07565479988390637
5.0,3.75,42.5,0.6,0.6,80,0.07565479988390629
5.0,3.75,42.5,0.6,0.6,85,0.07565479988390629
5.0,3.75,42.5,0.6,0.6,90,0.07565479988390629
5.0,3.75,42.5,0.6,0.6,95,0.07565479988390629
5.0,3.75,42.5,0.6,0.6,100,0.07565479988390629
5.0,4.0,45.0,0.6,0.6,0,1.1275253109946857
5.0,4.0,45.0,0.6,0.6,5,3.855760656203977e-6
5.0,4.0,45.0,0.6,0.6,10,0.06067860755880481
5.0,4.0,45.0,0.6,0.6,15,0.06070651915650826
5.0,4.0,45.0,0.6,0.6,20,0.06080706227440068
5.0,4.0,45.0,0.6,0.6,25,0.06080709125999412
5.0,4.0,45.0,0.6,0.6,30,0.06081323484601231
5.0,4.0,45.0,0.6,0.6,35,0.060813240223483785
5.0,4.0,45.0,0.6,0.6,40,0.060813245133514875
5.0,4.0,45.0,0.6,0.6,45,0.06081324576680321
5.0,4.0,45.0,0.6,0.6,50,0.060813245759662474
5.0,4.0,45.0,0.6,0.6,55,0.06081324576071322
5.0,4.0,45.0,0.6,0.6,60,0.06081324576070871
5.0,4.0,45.0,0.6,0.6,65,0.06081324576077228
5.0,4.0,45.0,0.6,0.6,70,0.06081324576077191
5.0,4.0,45.0,0.6,0.6,75,0.06081324576077211
5.0,4.0,45.0,0.6,0.6,80,0.06081324576077211
5.0,4.0,45.0,0.6,0.6,85,0.06081324576077211
5.0,4.0,45.0,0.6,0.6,90,0.06081324576077211
5.0,4.0,45.0,0.6,0.6,95,0.06081324576077211
5.0,4.0,45.0,0.6,0.6,100,0.06081324576077211
5.0,4.25,47.5,0.6,0.6,0,1.1275253110021073
5.0,4.25,47.5,0.6,0.6,5,8.037611043091386e-7
5.0,4.25,47.5,0.6,0.6,10,0.046342543374547615
5.0,4.25,47.5,0.6,0.6,15,0.04654970022102737
5.0,4.25,47.5,0.6,0.6,20,0.046538986436961825
5.0,4.25,47.5,0.6,0.6,25,0.04653923380435159
5.0,4.25,47.5,0.6,0.6,30,0.04654199845906091
5.0,4.25,47.5,0.6,0.6,35,0.04654199876986044
5.0,4.25,47.5,0.6,0.6,40,0.04654200780231136
5.0,4.25,47.5,0.6,0.6,45,0.046542007802947066
5.0,4.25,47.5,0.6,0.6,50,0.04654200797553276
5.0,4.25,47.5,0.6,0.6,55,0.046542007975538466
5.0,4.25,47.5,0.6,0.6,60,0.0465420079755066
5.0,4.25,47.5,0.6,0.6,65,0.04654200797550985
5.0,4.25,47.5,0.6,0.6,70,0.04654200797551945
5.0,4.25,47.5,0.6,0.6,75,0.046542007975519016
5.0,4.25,47.5,0.6,0.6,80,0.046542007975519016
5.0,4.25,47.5,0.6,0.6,85,0.046542007975519016
5.0,4.25,47.5,0.6,0.6,90,0.046542007975519016
5.0,4.25,47.5,0.6,0.6,95,0.04654200797551909
5.0,4.25,47.5,0.6,0.6,100,0.046542007975519016
5.0,4.5,50.0,0.6,0.6,0,1.1275253110036576
5.0,4.5,50.0,0.6,0.6,5,1.6623352081228947e-7
5.0,4.5,50.0,0.6,0.6,10,0.01562691576615698
5.0,4.5,50.0,0.6,0.6,15,0.016798629842227884
5.0,4.5,50.0,0.6,0.6,20,0.0168920499901917
5.0,4.5,50.0,0.6,0.6,25,0.01690020435826712
5.0,4.5,50.0,0.6,0.6,30,0.016900769223767112
5.0,4.5,50.0,0.6,0.6,35,0.016900818540508997
5.0,4.5,50.0,0.6,0.6,40,0.016900821956031625
5.0,4.5,50.0,0.6,0.6,45,0.016900822254221768
5.0,4.5,50.0,0.6,0.6,50,0.016900822274872534
5.0,4.5,50.0,0.6,0.6,55,0.016900822276673534
5.0,4.5,50.0,0.6,0.6,60,0.01690082227680069
5.0,4.5,50.0,0.6,0.6,65,0.0169008222768152
5.0,4.5,50.0,0.6,0.6,70,0.016900822276815154
5.0,4.5,50.0,0.6,0.6,75,0.01690082227681522
5.0,4.5,50.0,0.6,0.6,80,0.01690082227681522
5.0,4.5,50.0,0.6,0.6,85,0.01690082227681529
5.0,4.5,50.0,0.6,0.6,90,0.01690082227681522
5.0,4.5,50.0,0.6,0.6,95,0.01690082227681522
5.0,4.5,50.0,0.6,0.6,100,0.01690082227681522
5.0,4.75,52.5,0.6,0.6,0,1.12752531100397
5.0,4.75,52.5,0.6,0.6,5,3.338019233227588e-8
5.0,4.75,52.5,0.6,0.6,10,0.016580730944782435
5.0,4.75,52.5,0.6,0.6,15,0.02723733188481733
5.0,4.75,52.5,0.6,0.6,20,0.02725064284376884
5.0,4.75,52.5,0.6,0.6,25,0.02723447452038516
5.0,4.75,52.5,0.6,0.6,30,0.02723448911533358
5.0,4.75,52.5,0.6,0.6,35,0.027235086947295883
5.0,4.75,52.5,0.6,0.6,40,0.02723508696502941
5.0,4.75,52.5,0.6,0.6,45,0.027235088110705418
5.0,4.75,52.5,0.6,0.6,50,0.027235088110727456
5.0,4.75,52.5,0.6,0.6,55,0.027235088123808402
5.0,4.75,52.5,0.6,0.6,60,0.027235088123813058
5.0,4.75,52.5,0.6,0.6,65,0.02723508812381011
5.0,4.75,52.5,0.6,0.6,70,0.027235088123811476
5.0,4.75,52.5,0.6,0.6,75,0.027235088123811448
5.0,4.75,52.5,0.6,0.6,80,0.02723508812381146
5.0,4.75,52.5,0.6,0.6,85,0.02723508812381154
5.0,4.75,52.5,0.6,0.6,90,0.02723508812381146
5.0,4.75,52.5,0.6,0.6,95,0.02723508812381146
5.0,4.75,52.5,0.6,0.6,100,0.02723508812381146
5.0,5.0,55.0,0.6,0.6,0,1.1275253110040449
5.0,5.0,55.0,0.6,0.6,5,5.783619302445036e-9
5.0,5.0,55.0,0.6,0.6,10,0.007421261349546914
5.0,5.0,55.0,0.6,0.6,15,0.021854291290118653
5.0,5.0,55.0,0.6,0.6,20,0.02185421053513349
5.0,5.0,55.0,0.6,0.6,25,0.021867295192501506
5.0,5.0,55.0,0.6,0.6,30,0.02186729517188373
5.0,5.0,55.0,0.6,0.6,35,0.021867582837323804
5.0,5.0,55.0,0.6,0.6,40,0.021867582836468565
5.0,5.0,55.0,0.6,0.6,45,0.021867583008137632
